傻笑 (feat. 袁咏琳),周杰伦,十二新作,,,,,,,,,,,,,,,
火焰情歌,红月,2013年3月网络红歌,,,,,,,,,,,,,,,
流星雨(电视剧《流星花园》插曲live版),F4,2013江苏卫视春晚,,,,,,,,,,,,,,,
即刻出发,吉克隽逸,吉克隽逸 同名专辑,,,,,,,,,,,,,,,
羞答答的玫瑰唱情歌,格格,羞答答的玫瑰唱情歌,,,,,,,,,,,,,,,
一个人想着一个人(电视剧《终极一班2》片尾曲),曾沛慈,终极一班2 电视原声带,,,,,,,,,,,,,,,
为了遇见你(电视剧《爱情自有天意》主题曲),戚薇,爱情自有天意 电视原声带,,,,,,,,,,,,,,,
七秒钟的记忆 (feat. 孙羽幽),徐良,情话,,,,,,,,,,,,,,,
青城山下白素贞,好妹妹乐队,春生,,,,,,,,,,,,,,,
第一时间(live版),F4,2013江苏卫视春晚,,,,,,,,,,,,,,,
因你而在,林俊杰,因你而在,,,,,,,,,,,,,,,
十二生肖,王力宏,2013央视春晚,,,,,,,,,,,,,,,
暗涌,杨丞琳,为爱启丞演唱会影音双抢先听版,,,,,,,,,,,,,,,
爱你没差,周杰伦,十二新作,,,,,,,,,,,,,,,
痴心不改,金池,痴心不改,,,,,,,,,,,,,,,
乌克丽丽,周杰伦,十二新作,,,,,,,,,,,,,,,
后来(Live),张敬轩,张敬轩UNPLUGGED第一乐章音乐会,,,,,,,,,,,,,,,
爱得好寂寞,安心亚,单身极品,,,,,,,,,,,,,,,
T1 21 31 21,五月天,第二人生 [末日版],,,,,,,,,,,,,,,
爱太深 (DJ版),子恒,爱.太深,,,,,,,,,,,,,,,
十二生肖(电影《十二生肖》主题曲),王力宏,十二生肖 电影原声带,,,,,,,,,,,,,,,
Break Down,Super Junior-M,Break Down (韩国版),,,,,,,,,,,,,,,
我就要和你在一起(电影《人再囧途之泰囧》插曲),夏筠妍,人再囧途之泰囧 电影原声带,,,,,,,,,,,,,,,
爱情麻辣烫,纳兰珠儿,花桥流水,,,,,,,,,,,,,,,
承诺(电视剧《山河恋.美人无泪》片尾曲),袁姗姗,山河恋.美人无泪 电视原声带,,,,,,,,,,,,,,,
201314(电影《201314》主题曲),何洁,201314 电影原声带,,,,,,,,,,,,,,,
谁来陪我唱完这首歌,曹格,荷里活的动物园,,,,,,,,,,,,,,,
101,东南,东南,,,,,,,,,,,,,,,
法海你不懂爱(live版),龚琳娜,跨年演唱会2012-2013 华语篇1,,,,,,,,,,,,,,,
爱上你不是我的错(电视剧《恋爱相对论》插曲),多亮,多原话,,,,,,,,,,,,,,,
为爱启程,杨丞琳,为爱启丞演唱会影音双抢先听版,,,,,,,,,,,,,,,
江南style满身囔囔踹东北版,姜鹏,2012年11月网络红歌4,,,,,,,,,,,,,,,
其实我还好,俞灏明,其实我还好,,,,,,,,,,,,,,,
至少还有你,洪卓立,Neway Music Live X 洪卓立音乐会,,,,,,,,,,,,,,,
真英雄(电视剧《隋唐英雄》主题曲),张卫健,隋唐英雄 电视原声带,,,,,,,,,,,,,,,
爱我还是他,洪卓立,Neway Music Live X 洪卓立音乐会,,,,,,,,,,,,,,,
我要给你 (feat. 吴莫愁),庾澄庆,关不掉的月光,,,,,,,,,,,,,,,
在雨中,谭咏麟,Time After Time 演唱会,,,,,,,,,,,,,,,
Say Yes(电影《101次求婚》主题曲),李代沫,101次求婚 电影原声带,,,,,,,,,,,,,,,
愤怒的老鸟,多亮,多原话,,,,,,,,,,,,,,,
爱之初体验,张震岳,滚石30周年精选珍藏集,,,,,,,,,,,,,,,
花心(live版),周华健,跨年演唱会2012-2013 华语篇2,,,,,,,,,,,,,,,
分手快乐,梁静茹,K歌情人派对,,,,,,,,,,,,,,,
勇敢的心(电视剧《北京青年》插曲),汪峰,北京青年 电视原声带,,,,,,,,,,,,,,,
彩色的黑,吉克隽逸,吉克隽逸 同名专辑,,,,,,,,,,,,,,,
东方之珠三部曲,罗大佑,古典·经典·罗大佑,,,,,,,,,,,,,,,
SUPER GIRL 爱无畏,萧亚轩,SUPER GIRL 爱无畏,,,,,,,,,,,,,,,
我很丑，可是我很温柔（温柔版）,赵传,"我很丑,可是我很温柔",,,,,,,,,,,,,,,
阴天(live版),莫文蔚,回蔚莫文蔚巡回演唱会@台北小巨蛋,,,,,,,,,,,,,,,
分手快乐(live版),梁静茹,爱的大游行Live全记录,,,,,,,,,,,,,,,
江南style(?????，Gangnam Style),Psy,??6甲 Part.1,,,,,,,,,,,,,,,
明明就,周杰伦,十二新作,,,,,,,,,,,,,,,
公公偏头痛,周杰伦,十二新作,,,,,,,,,,,,,,,
大笨钟,周杰伦,十二新作,,,,,,,,,,,,,,,
我只在乎你,刘惜君,惜·君,,,,,,,,,,,,,,,
匿名的安慰,王心凌,爱不爱,,,,,,,,,,,,,,,
草原之上,易灵汐,2012年11月网络红歌2,,,,,,,,,,,,,,,
红尘客栈,周杰伦,十二新作,,,,,,,,,,,,,,,
荷塘夜色,王强,分手情歌,,,,,,,,,,,,,,,
我的心里只有你没有他(live版),邹宏宇,跨年演唱会2012-2013 华语篇3,,,,,,,,,,,,,,,
走四方,金志文,第一季 杨坤组PK,,,,,,,,,,,,,,,
千纸鹤,方大同,回到未来,,,,,,,,,,,,,,,
因为爱情,容祖儿,新城数码巨星靓声音乐会,,,,,,,,,,,,,,,
你是我的眼(live版),毛宁,12种毛宁,,,,,,,,,,,,,,,
在我想起来(《二次曝光》电影主题曲),吉克隽逸,二次曝光 电影原声带,,,,,,,,,,,,,,,
请不要对我说sorry,何洁,敢爱,,,,,,,,,,,,,,,
泡沫,G.E.M. 邓紫棋,Xposed,,,,,,,,,,,,,,,
愿得一人心(电视剧《最美的时光》主题曲),李行亮,愿得一人心,,,,,,,,,,,,,,,
有形的翅膀,张韶涵,有形的翅膀,,,,,,,,,,,,,,,
没那么简单,金志文,第一季 杨坤组PK,,,,,,,,,,,,,,,
花又开好了,S.H.E,花又开好了,,,,,,,,,,,,,,,
你懂得(电视剧《后厨》片尾曲),小沈阳,后厨 电视原声带,,,,,,,,,,,,,,,
包容,郑源,人气主打歌-最幸福的人,,,,,,,,,,,,,,,
流恋 (feat. 严艺丹)(电视剧《新白发魔女传》片尾曲),吴奇隆,新白发魔女传 电视原声带,,,,,,,,,,,,,,,
中国味道,凤凰传奇,开门大吉,,,,,,,,,,,,,,,
洋葱,平安,第一季 杨坤组PK,,,,,,,,,,,,,,,
再不疯狂我们就老了,李宇春,再不疯狂我们就老了,,,,,,,,,,,,,,,
火车开往哪里,宋熙铭,时光中,,,,,,,,,,,,,,,
最近好吗,张韶涵,有形的翅膀,,,,,,,,,,,,,,,
踮起脚尖爱(《我可能不会爱你》主题曲),洪佩瑜,我可能不会爱你 电视剧原声带,,,,,,,,,,,,,,,
画板上的梦,宋熙铭,时光中,,,,,,,,,,,,,,,
火了火了火(为奥运喝彩),王蓉,火了火了火(为奥运喝彩),,,,,,,,,,,,,,,
