Another Future(玉森裕太主演のテレビ朝日系人気ドラマ第二弾『信長のシェフ』主題歌),Kis-My-Ft2,,,,,,,,,,,,,,,
花雪,smileY inc.,,,,,,,,,,,,,,,
Life and death(少年好莱坞 ED / TVアニメ『少年ハリウッド』エンディング曲),カスタマイZ,,,,,,,,,,,,,,,
パラダイム,ひめキュンフルーツ缶,,,,,,,,,,,,,,,
生きてゆく,KANA-BOON,,,,,,,,,,,,,,,
抱夏-ダキナツ-,泷&amp;翼,,,,,,,,,,,,,,,
嗚呼 すすきの,S/mileage,,,,,,,,,,,,,,,
Go your way,C.N.Blue,,,,,,,,,,,,,,,
IGNITE(《刀剑神域2》OP&amp;#124;TVアニメ「ソードアート?オンラインⅡ」オープニ,藍井エイル,,,,,,,,,,,,,,,
流線の行方,铃木达央,,,,,,,,,,,,,,,
ぶぎ ぶぎ ふなっしー? ~ふなっしー公式テーマソング第二弾~,ふなっしー,,,,,,,,,,,,,,,
Startear(TVアニメ『ソードアート?オンラインⅡ』ED),春奈るな,,,,,,,,,,,,,,,
太陽,加藤俊介,,,,,,,,,,,,,,,
誰でもロンリー,YUKI,,,,,,,,,,,,,,,
Jack(アニメ 「幕末Rock」 オープニング主題歌),vistlip,,,,,,,,,,,,,,,
レプリカ(M3~黑色之钢~),坂本真绫,,,,,,,,,,,,,,,
黄金蟲,アイドリング!!!(3期生ユニット),,,,,,,,,,,,,,,
ER2(映画「エイトレンジャー2」の主題歌),关ジャニ∞,,,,,,,,,,,,,,,
Do my best!!,Rev. from DVL,,,,,,,,,,,,,,,
Tinkling Smile(TVアニメ「ヤマノススメ セカンドシーズン」ED主題歌&amp;#12,小仓唯,,,,,,,,,,,,,,,
FUTURE FISH(TVアニメ『Free!-Eternal Summer-』ED主題歌),STYLE FIVE,,,,,,,,,,,,,,,
Mighty Long Fall(电影《浪客剑心 京都大火篇》主题曲),ONE OK ROCK,,,,,,,,,,,,,,,
ひまわりの約束(向日葵的约定&amp;#124;3D电影《STAND BY ME 哆啦A梦》主题曲),秦基博,,,,,,,,,,,,,,,
FLOWER BLOOM,Hilcrhyme,,,,,,,,,,,,,,,
paradise dream,ブレイク☆スルー,,,,,,,,,,,,,,,
壊れた愛の果てに,pre-dia,,,,,,,,,,,,,,,
突キ破レル-Time to SMASH !(TVアニメ 「ディスク?ウォーズ:アベンジャーズ」 オー,T. M. Revolution,,,,,,,,,,,,,,,
猟奇的なキスを私にして,ゲスの極み乙女。,,,,,,,,,,,,,,,
MOON PRIDE(美少女战士Crystal OP / アニメ『美少女戦士セーラームーンCryst,ももいろクローバーZ,,,,,,,,,,,,,,,
勇敢な恋のセレナーデ,Ange☆Reve,,,,,,,,,,,,,,,
ちゅるりちゅるりら,でんぱ組.inc,,,,,,,,,,,,,,,
純情(TV动画《七龙珠改 魔人布欧篇》ED2),家入レオ,,,,,,,,,,,,,,,
あのコが、髪を、切らない理由。,アイドルカレッジ,,,,,,,,,,,,,,,
grilletto(「魔法科高校の劣等生」7月クールのOP主題歌),GARNiDELiA,,,,,,,,,,,,,,,
マジカル☆エクスプレス☆ジャーニー,アフィリア?サーガ,,,,,,,,,,,,,,,
魁!!祭izm,DOG in The パラレルワールドオーケストラ,,,,,,,,,,,,,,,
unravel(东京食尸鬼 OP&amp;#124;TVアニメ『東京喰種トーキョーグール』OPテーマ,TK from 凛として時雨,,,,,,,,,,,,,,,
静かな伝説(レジェンド),竹内まりや,,,,,,,,,,,,,,,
お化け,カメレオ,,,,,,,,,,,,,,,
Cling Cling(エーザイ「チョコラBBシリーズ」CMソング),Perfume,,,,,,,,,,,,,,,
MASAYUME CHASING(TVアニメ「FAIRY TAIL」オープニングテーマ),BoA,,,,,,,,,,,,,,,
向かい風に打たれながら,茅原実里,,,,,,,,,,,,,,,
BOY IN LUV(Japanese Ver.),防弹少年团,,,,,,,,,,,,,,,
最終電車 ~missing you~,sonar pocket,,,,,,,,,,,,,,,
KiRa-KiRa Sensation!,μ&#39;s,,,,,,,,,,,,,,,
ラブソングはとまらないよ(情歌不止),生物股长,,,,,,,,,,,,,,,
グイグイグイ↑↑↑,Bee Shuffle,,,,,,,,,,,,,,,
SING!!!!!,圣堂教父,,,,,,,,,,,,,,,
Vertical Innocence,Access,,,,,,,,,,,,,,,
峠越え,福田广平,,,,,,,,,,,,,,,
高嶺の林檎,NMB48,,,,,,,,,,,,,,,
Love wing bell(TVアニメ『ラブライブ！』第5話挿入歌),μ&#39;s,,,,,,,,,,,,,,,
ひとりじゃない,ν/NEU,,,,,,,,,,,,,,,
daze,じん,,,,,,,,,,,,,,,
純情マーメイド,さんみゅ~,,,,,,,,,,,,,,,
恋愛ドロップキック,己龙分身,,,,,,,,,,,,,,,
ICE CREAM MAGIC,DIANNA☆SWEET,,,,,,,,,,,,,,,
サイショの恋～モテたくて～,DISH//,,,,,,,,,,,,,,,
頑張ったっていいんじゃない,大原樱子,,,,,,,,,,,,,,,
恋する夏！,X21,,,,,,,,,,,,,,,
めいっぱいはしゃいじゃYeah！！,HR,,,,,,,,,,,,,,,
Feeling My Soul,F.CUZ,,,,,,,,,,,,,,,
こんなに君を好きなのにどうして?,SHU-I,,,,,,,,,,,,,,,
瞬間Diamond,横山ルリカ,,,,,,,,,,,,,,,
熱帯魚の涙,Flower（日本）,,,,,,,,,,,,,,,
Believe × Believe(《游戏王ARC-V》主题曲),超特急,,,,,,,,,,,,,,,
夢で逢えるのに~Sometimes I Cry~,w-inds.,,,,,,,,,,,,,,,
天地ガエシ(排球少年 ED / TVアニメ『ハイキュー!!』EDテーマ),NICO Touches the Walls,,,,,,,,,,,,,,,
シェキナベイべー,内田裕也,,,,,,,,,,,,,,,
ユメノトビラ(TVアニメ『ラブライブ!』第3話挿入歌),μ&#39;s,,,,,,,,,,,,,,,
バタフライエフェクト(TVアニメ「龍ヶ嬢七々々の埋蔵金」オープニングテーマ),私立恵比寿中学,,,,,,,,,,,,,,,
ラブラドール?レトリバー(Type A&amp;#124;Labrador Retriever&am,AKB48,,,,,,,,,,,,,,,
陽だまりの道(《黑社长》主题曲&amp;#124;ブラック?プレジデント』主題歌),可苦可乐,,,,,,,,,,,,,,,
NO MORE DREAM -Japanese Ver.-,防弹少年团,,,,,,,,,,,,,,,
U?N?M?E?I ライブ,日本群星,,,,,,,,,,,,,,,
わんだふるワールド(Wonderful World),竹达彩奈,,,,,,,,,,,,,,,
トコハナ(漆黑的子弹 ED / TVアニメ『ブラック?ブレット』エンディングテーマ),やなぎなぎ,,,,,,,,,,,,,,,
Do You Ever Shine?(电视剧《Bitter Blood》主题曲),五月天,,,,,,,,,,,,,,,
ユメノカケラ,Candy☆Drops,,,,,,,,,,,,,,,
FiNAL DANCE,BiS,,,,,,,,,,,,,,,
キュピ?,アイドリング!!!,,,,,,,,,,,,,,,
スタートアップ！(START UP!),Boyfriend,,,,,,,,,,,,,,,
Daydream cafe,佐仓绫音,,,,,,,,,,,,,,,
太陽と花(《爱丽丝之棘》主题曲),高桥优,,,,,,,,,,,,,,,
ぽっぴんジャンプ?,日本群星,,,,,,,,,,,,,,,
ENDER ENDER,MUCC,,,,,,,,,,,,,,,
We Don’t Stop(电视剧《花咲舞无法沉默》主题曲),西野加奈,,,,,,,,,,,,,,,
King &amp; Queen &amp; Joker,Sexy Zone,,,,,,,,,,,,,,,
十字架 ~映画「学校の怪談 -呪いの言霊-」 Ver.~,东京女子流,,,,,,,,,,,,,,,
This game(TVアニメ「 ノーゲーム?ノーライフ 」 オープニングテーマ),铃木このみ,,,,,,,,,,,,,,,
シドニア(Cydonia),Angela,,,,,,,,,,,,,,,
いいくらし,虎鱼组,,,,,,,,,,,,,,,
花道！！ア～ンビシャス,SUPER☆GiRLS,,,,,,,,,,,,,,,
輝け,加藤俊介,,,,,,,,,,,,,,,
black bullet(漆黑的子弹 OP / TVアニメ「ブラック?ブレット」オープニングテーマ),fripSide,,,,,,,,,,,,,,,
Dear☆Stageへようこそ,でんぱ組.inc,,,,,,,,,,,,,,,
G.Z.S.K.K,DaizyStripper,,,,,,,,,,,,,,,
Tomorrows,BREATHE（日本）,,,,,,,,,,,,,,,
病ンデル彼女,R指定,,,,,,,,,,,,,,,
泣いてもいいんだよ,ももいろクローバーZ,,,,,,,,,,,,,,,
微かな密かな確かなミライ,スフィア,,,,,,,,,,,,,,,
気づいたら片想い,乃木坂46,,,,,,,,,,,,,,,
どんなときもずっと,μ&#39;s,,,,,,,,,,,,,,,
それは僕たちの奇跡,μ&#39;s,,,,,,,,,,,,,,,
人生!本気 (マジ) もったいないよ!,ANNA☆S,,,,,,,,,,,,,,,
炎と森のカーニバル,世界の終わり,,,,,,,,,,,,,,,
ミステリーナイト!,S/mileage,,,,,,,,,,,,,,,
毒茸伝説,松田颯水,,,,,,,,,,,,,,,
花簪 HANAKANZASHI,立花理香,,,,,,,,,,,,,,,
Keep on Lovin&#39; You,palet,,,,,,,,,,,,,,,
桜、みんなで食べた,HKT48,,,,,,,,,,,,,,,
ダイアローグ?モノローグ,秦基博,,,,,,,,,,,,,,,
マワルセカイ,夢みるアドレセンス,,,,,,,,,,,,,,,
時空を超え 宇宙を超え,早安少女组,,,,,,,,,,,,,,,
島根恋旅,水森かおり,,,,,,,,,,,,,,,
FUGLY,Screw,,,,,,,,,,,,,,,
LOVE-arigatou-,Rev. from DVL,,,,,,,,,,,,,,,
トリプル!WONDERLAND(Triple! WONDERLAND),negicco,,,,,,,,,,,,,,,
ミニドラマ～紫原 &amp; 氷室～,铃村健一,,,,,,,,,,,,,,,
Believe ×,寿美菜子,,,,,,,,,,,,,,,
進め!フレッシュマン,Tokyo Cheer2 Party,,,,,,,,,,,,,,,
High Jump!!,爱乙女☆DOLL,,,,,,,,,,,,,,,
グロテスク (feat. 安室奈美恵),平井坚,,,,,,,,,,,,,,,
Darkness~心の闇,平成琴姫,,,,,,,,,,,,,,,
桜貝,五木宏,,,,,,,,,,,,,,,
Let’s Go!!,Party Rockets,,,,,,,,,,,,,,,
(仮)は返すぜ☆be your soul,アップアップガールズ(仮),,,,,,,,,,,,,,,
未体験Future,F.T Island,,,,,,,,,,,,,,,
?ラララ?,カメレオ,,,,,,,,,,,,,,,
君のトナリで踊りたい!,Doll☆Elements,,,,,,,,,,,,,,,
愛はおしゃれじゃない,冈村靖幸,,,,,,,,,,,,,,,
S.A.K.U.R.A.,三代目 J Soul Brothers,,,,,,,,,,,,,,,
残春,佐田雅志,,,,,,,,,,,,,,,
ikki!!!!!i!!,超特急,,,,,,,,,,,,,,,
光のシグナル(映画『ドラえもん 新?のび太の大魔境~ペコと5人の探検隊~』主題歌),Kis-My-Ft2,,,,,,,,,,,,,,,
勇気スーパーボール!,The Possible,,,,,,,,,,,,,,,
『CHEAT DANCER』伊達京也センターバージョン,X.I.P.,,,,,,,,,,,,,,,
僕のそばには星がある,泷&amp;翼,,,,,,,,,,,,,,,
涙が止まらないのは,藤田麻衣子,,,,,,,,,,,,,,,
烈車戦隊トッキュウジャー,伊势大贵,,,,,,,,,,,,,,,
なにわのはにわ,Tacoyaki Rrainbow,,,,,,,,,,,,,,,
明日への卒業,X21,,,,,,,,,,,,,,,
青天の三日月,阴阳座,,,,,,,,,,,,,,,
With You/With Me(TVアニメ「マギ The kingdom of magic」ED2,9nine,,,,,,,,,,,,,,,
STARTING OVER,青山☆聖ハチャメチャハイスクール,,,,,,,,,,,,,,,
The?World&#39;s?End(TVアニメ「ゴールデンタイム」2クール目OP主題歌),堀江由衣,,,,,,,,,,,,,,,
wimp (feat. Lil&#39; Fang (from FAKY))(テレビ東京系アニメ『ガ,BACK-ON,,,,,,,,,,,,,,,
ハートリアライズ(野良神 ED),TiA（日本）,,,,,,,,,,,,,,,
流れゆく世界の中で (feat. MONGOL800),东京斯卡乐园管弦乐团,,,,,,,,,,,,,,,
FREAK SHOW(ドラマ『BATTLE☆DISH//』の主題歌),DISH//,,,,,,,,,,,,,,,
パララックス?ビュー(TVアニメ「鬼灯の冷徹」EDテーマ),上坂すみれ,,,,,,,,,,,,,,,
桜BaByラブ,ALLOVER,,,,,,,,,,,,,,,
FANTASTIC TUNE(黑子的篮球 第2季 ED2&amp;#124;TVアニメ「黒子のバスケ,小野贤章,,,,,,,,,,,,,,,
FOOL THE WORLD(愚者信长 OP&amp;#124;NOBUNAGA THE FOOL ,茅原実里,,,,,,,,,,,,,,,
